birth.birthDate.date,birth.birthDate.full,birth.birthDate.month,birth.birthDate.year,birth.city,birth.country.abbreviation,birth.country.countryId,birth.country.name,birth.state.abbreviation,birth.state.name,birth.state.stateId,college.collegeId,college.commonName,college.fullName,death.deathDate.date,death.deathDate.full,death.deathDate.month,death.deathDate.year,displayId,displayName,draft.overallPickNumber,draft.round,draft.roundPickNumber,draft.team.abbreviation,draft.team.location,draft.team.nickname,draft.team.teamId,draft.year,experience.experience,experience.yearFirst,experience.yearRookie,firstName,height.centimeters,height.inches,highSchool.city,highSchool.country.abbreviation,highSchool.country.countryId,highSchool.country.name,highSchool.name,highSchool.state.abbreviation,highSchool.state.name,highSchool.state.stateId,hometown.city,hometown.country.abbreviation,hometown.country.countryId,hometown.country.name,hometown.state.abbreviation,hometown.state.name,hometown.state.stateId,isActive,isInjured,isSuspended,lastName,playerId,positions.name,team.abbreviation,team.location,team.nickname,team.teamId,uniform,weight.kilograms,weight.pounds
10.0,1986-02-10,2.0,1986.0,Greenbrae,USA,1.0,United States,CA,California,5.0,644.0,Cal State Fullerton,Cal State Fullerton,,,,,0,,,,,,,,,,1.0,2012.0,2012.0,Josh,180.0,71.0,,,,,Casa Grande HS,,,,Petaluma,USA,1.0,United States,CA,California,5.0,False,False,False,Akognon,266447,PG,,,,,2,83.91,185.0
7.0,1940-05-07,5.0,1940.0,New York,USA,1.0,United States,NY,New York,32.0,658.0,Loyola (IL),Loyola University (IL),,,,,0,,,,,,,,,,3.0,1963.0,1963.0,Jerry,187.0,74.0,Bronx,USA,1.0,United States,DeWitt Clinton HS,NY,New York,32.0,,,,,,,,False,False,False,Harkness,1937,PG,,,,,,79.38,175.0
1.0,1928-01-01,1.0,1928.0,,,,,,,,64.0,UCLA,University of California at Los Angeles,,,,,0,,,,,,,,,,1.0,1950.0,1950.0,Alan,195.0,77.0,,,,,,,,,,,,,,,,False,False,False,Sawyer,2543,SF,,,,,,88.45,195.0
12.0,1957-11-12,11.0,1957.0,Baltimore,USA,1.0,United States,MD,Maryland,20.0,630.0,St. Joseph's,St. Joseph's University (PA),,,,,0,,,,,,,,,,1.0,1980.0,1980.0,Norman,198.0,78.0,Baltimore,USA,1.0,United States,Cardinal Gibbons HS,MD,Maryland,20.0,,,,,,,,False,False,False,Black,527,SG,,,,,,83.91,185.0
27.0,1972-07-27,7.0,1972.0,Nashville,USA,1.0,United States,TN,Tennessee,42.0,190.0,Jackson State,Jackson State University,,,,,0,,,,,,,,,,1.0,1994.0,1994.0,Ryan,193.0,76.0,,,,,,,,,,,,,,,,False,False,False,Lorthridge,2979,SG,,,,,9,86.18,190.0
7.0,1962-11-07,11.0,1962.0,Tuskegee,USA,1.0,United States,AL,Alabama,1.0,30.0,Michigan State,Michigan State University,,,,,0,,28.0,2.0,4.0,Chi,Chicago,Bulls,4.0,1985.0,1.0,1985.0,1985.0,Ken,205.0,81.0,,,,,,,,,La Jolla,USA,1.0,United States,CA,California,5.0,False,False,False,Johnson,769,PF,,,,,,124.74,275.0
4.0,1948-05-04,5.0,1948.0,Washington,USA,1.0,United States,DC,District of Columbia,51.0,133.0,Princeton,Princeton University,,,,,0,,15.0,1.0,15.0,Buf,Buffalo,Braves,12.0,1970.0,6.0,1970.0,1970.0,John,205.0,81.0,Washington-Lee,USA,1.0,United States,Arlington HS,VA,Virginia,46.0,,,,,,,,False,False,False,Hummer,1507,PF,,,,,,104.33,230.0
28.0,1976-01-28,1.0,1976.0,Walnut Creek,USA,1.0,United States,CA,California,5.0,63.0,Stanford,Stanford University,,,,,0,,29.0,1.0,29.0,LAL,Los Angeles,Lakers,13.0,2000.0,9.0,2000.0,2000.0,Mark,205.0,81.0,Danville,USA,1.0,United States,San Ramon Valley High School,CA,California,5.0,Danville,USA,1.0,United States,CA,California,5.0,False,False,False,Madsen,3409,PF,,,,,45,115.67,255.0
26.0,1958-04-26,4.0,1958.0,Milwaukee,USA,1.0,United States,WI,Wisconsin,49.0,55.0,Toledo,University of Toledo,,,,,0,,40.0,2.0,17.0,Ind,Indiana,Pacers,11.0,1980.0,1.0,1980.0,1980.0,Dick,198.0,78.0,Milwaukee,USA,1.0,United States,More HS,WI,Wisconsin,49.0,,,,,,,,False,False,False,Miller,994,SF,,,,,,97.52,215.0
19.0,1961-02-19,2.0,1961.0,Hartford,USA,1.0,United States,CT,Connecticut,7.0,199.0,Villanova,Villanova University,,,,,0,,58.0,3.0,11.0,Atl,Atlanta,Hawks,1.0,1983.0,1.0,1983.0,1983.0,John,203.0,80.0,,,,,,,,,,,,,,,,False,False,False,Pinone,1047,SF,,,,,,104.33,230.0
18.0,1976-12-18,12.0,1976.0,Caracas,VEN,42.0,Venezuela,,,,,,,,,,,0,,,,,,,,,,2.0,2001.0,2001.0,Oscar,198.0,78.0,Caracas,VEN,42.0,Venezuela,Liceo Santiiago Key Allalo HS,,,,,,,,,,,False,False,False,Torres,75212,SG,,,,,18,95.25,210.0
16.0,1979-07-16,7.0,1979.0,Milwaukee,USA,1.0,United States,WI,Wisconsin,49.0,83.0,Texas,University of Texas,,,,,0,,7.0,1.0,7.0,Chi,Chicago,Bulls,4.0,2000.0,8.0,2000.0,2000.0,Chris,213.0,84.0,Austin,USA,1.0,United States,Westlake High School,TX,Texas,43.0,Austin,USA,1.0,United States,TX,Texas,43.0,False,False,False,Mihm,3387,PF,,,,,4,120.2,265.0
25.0,1950-09-25,9.0,1950.0,Flora,USA,1.0,United States,MS,Mississippi,24.0,747.0,Houston Baptist,Houston Baptist University,,,,,0,,51.0,3.0,16.0,Mil,Milwaukee,Bucks,15.0,1973.0,6.0,1973.0,1973.0,E.C.,203.0,80.0,,,,,,,,,,,,,,,,False,False,False,Coleman,1336,SF,,,,,,102.06,225.0
26.0,1946-12-26,12.0,1946.0,Columbus,USA,1.0,United States,GA,Georgia,10.0,206.0,Rhode Island,University of Rhode Island,,,,,0,,110.0,7.0,8.0,Por,Portland,Trail Blazers,22.0,1970.0,1.0,1970.0,1970.0,Claude,193.0,76.0,,,,,,,,,,,,,,,,False,False,False,English,1920,SF,,,,,,86.18,190.0
21.0,1954-03-21,3.0,1954.0,New York,USA,1.0,United States,NY,New York,32.0,5.0,Maryland,University of Maryland,,,,,0,,30.0,2.0,8.0,Chi,Chicago,Bulls,4.0,1977.0,2.0,1977.0,1977.0,Steve,198.0,78.0,Bronx,USA,1.0,United States,DeWitt Clinton HS,NY,New York,32.0,New York,USA,1.0,United States,NY,New York,32.0,False,False,False,Sheppard,1109,SF,,,,,,99.79,220.0
20.0,1959-05-20,5.0,1959.0,Southampton,USA,1.0,United States,NY,New York,32.0,71.0,Tennessee,University of Tennessee,,,,,0,,27.0,2.0,4.0,Uta,Utah,Jazz,26.0,1981.0,1.0,1981.0,1981.0,Howard,200.0,79.0,,,,,,,,,East Hampton,USA,1.0,United States,NY,New York,32.0,False,False,False,Wood,1241,SF,,,,,,106.59,235.0
28.0,1957-02-28,2.0,1957.0,Jackson,USA,1.0,United States,MS,Mississippi,24.0,190.0,Jackson State,Jackson State University,,,,,0,,63.0,3.0,19.0,SA,San Antonio,Spurs,24.0,1979.0,1.0,1979.0,1979.0,Sylvester,210.0,83.0,Jackson,USA,1.0,United States,Jim Hill HS,MS,Mississippi,24.0,,,,,,,,False,False,False,Norris,1024,C,,,,,,99.79,220.0
13.0,1967-04-13,4.0,1967.0,Boston,USA,1.0,United States,MA,Massachusetts,21.0,10.0,Boston College,Boston College,,,,,0,,16.0,1.0,16.0,Sea,Seattle,SuperSonics,25.0,1989.0,14.0,1989.0,1989.0,Dana,180.0,71.0,Westwood,USA,1.0,United States,Xavieran Brothers High School,MA,Massachusetts,21.0,Boston,USA,1.0,United States,MA,Massachusetts,21.0,False,False,False,Barros,21,PG,,,,,1,74.84,165.0
27.0,1979-01-27,1.0,1979.0,Silver Spring,USA,1.0,United States,MD,Maryland,20.0,5.0,Maryland,University of Maryland,,,,,0,,43.0,2.0,15.0,Chi,Chicago,Bulls,4.0,2002.0,4.0,2002.0,2002.0,Lonny,203.0,80.0,Chatham,USA,1.0,United States,Hargrave Academy,VA,Virginia,46.0,Silver Spring,USA,1.0,United States,MD,Maryland,20.0,False,False,False,Baxter,168049,PF,,,,,99,117.93,260.0
14.0,1971-06-14,6.0,1971.0,Merced,USA,1.0,United States,CA,California,5.0,644.0,Cal State Fullerton,Cal State Fullerton,,,,,0,,,,,,,,,,13.0,1996.0,1996.0,Bruce,200.0,79.0,Fresno,USA,1.0,United States,Edison High School,CA,California,5.0,Merced,USA,1.0,United States,CA,California,5.0,False,False,False,Bowen,3149,SF,,,,,14,90.72,200.0
2.0,1970-06-02,6.0,1970.0,Cleveland,USA,1.0,United States,OH,Ohio,35.0,29.0,Michigan,University of Michigan,,,,,0,,32.0,2.0,6.0,Dal,Dallas,Mavericks,6.0,1993.0,5.0,1993.0,1993.0,Eric,213.0,84.0,,,,,,,,,Cleveland,USA,1.0,United States,OH,Ohio,35.0,False,False,False,Riley,1304,C,,,,,44,111.13,245.0
21.0,1963-01-21,1.0,1963.0,Leverkusen,FRG,44.0,West Germany,,,,65.0,Washington,University of Washington,,,,,0,,8.0,1.0,8.0,Dal,Dallas,Mavericks,6.0,1985.0,16.0,1985.0,1985.0,Detlef,208.0,82.0,Centrailia,USA,1.0,United States,Centralia High School,WA,Washington,47.0,Leverkusen,GER,23.0,Germany,,Germany,136.0,False,False,False,Schrempf,301,SF,,,,,12,106.59,235.0
16.0,1935-08-16,8.0,1935.0,Louisville,USA,1.0,United States,KY,Kentucky,17.0,100.0,Louisville,University of Louisville,,,,,0,,,,,,,,,,5.0,1957.0,1957.0,Charlie,203.0,80.0,,,,,,,,,,,,,,,,False,False,False,Tyra,1857,PF,,,,,,106.59,235.0
9.0,1970-10-09,10.0,1970.0,Queens,USA,1.0,United States,NY,New York,32.0,4.0,Georgia Tech,Georgia Tech,,,,,0,,2.0,1.0,2.0,NJ,New Jersey,Nets,17.0,1991.0,14.0,1991.0,1991.0,Kenny,185.0,73.0,Jamaica,USA,1.0,United States,Archbishop Molloy HS,NY,New York,32.0,Queens,USA,1.0,United States,NY,New York,32.0,False,False,False,Anderson,393,PG,,,,,7,76.2,168.0
23.0,1952-07-23,7.0,1952.0,Columbia,USA,1.0,United States,SC,South Carolina,40.0,680.0,Jacksonville,Jacksonville University,,,,,0,,27.0,2.0,9.0,Buf,Buffalo,Braves,12.0,1974.0,2.0,1974.0,1974.0,Leon,193.0,76.0,Columbia,USA,1.0,United States,Booker T. Washington HS,SC,South Carolina,40.0,,,,,,,,False,False,False,Benbow,1395,PG,,,,,,83.91,185.0
30.0,1965-05-30,5.0,1965.0,Rockville Centre,USA,1.0,United States,NY,New York,32.0,636.0,Providence,Providence College,,,,,0,,68.0,3.0,22.0,Uta,Utah,Jazz,26.0,1987.0,1.0,1987.0,1987.0,Billy,180.0,71.0,Rockville Centre,USA,1.0,United States,Saint Agnes HS,NY,New York,32.0,,,,,,,,False,False,False,Donovan,633,PG,,,,,,77.56,171.0
24.0,1990-04-24,4.0,1990.0,Moravska Ostrava,TCH,17.0,Czechoslovakia,,,,,,,,,,,0,,6.0,1.0,6.0,Was,Washington,Wizards,27.0,2011.0,3.0,2011.0,2011.0,Jan,210.0,83.0,,,,,,,,,,,,,,,,False,False,False,Vesely,599786,PF,,,,,24,108.86,240.0
6.0,1949-11-06,11.0,1949.0,Valhalla,USA,1.0,United States,NY,New York,32.0,41.0,New Mexico State,New Mexico State University,,,,,0,,,,,,,,,,8.0,1977.0,1977.0,Charlie,172.0,68.0,,,,,,,,,,,,,,,,False,False,False,Criss,608,PG,,,,,,74.84,165.0
18.0,1966-08-18,8.0,1966.0,Oakland,USA,1.0,United States,CA,California,5.0,644.0,Cal State Fullerton,Cal State Fullerton,,,,,0,,,,,,,,,,2.0,1989.0,1989.0,Henry,200.0,79.0,,,,,,,,,Oakland,USA,1.0,United States,CA,California,5.0,False,False,False,Turner,1167,SF,,,,,9,90.72,200.0
22.0,1975-02-22,2.0,1975.0,South Bend,USA,1.0,United States,IN,Indiana,14.0,85.0,TCU,Texas Christian University,,,,,0,,43.0,2.0,14.0,Cha,Charlotte,Hornets,5312.0,1999.0,6.0,2000.0,2000.0,Lee,203.0,80.0,South Bend,USA,1.0,United States,Clay High School,IN,Indiana,14.0,South Bend,USA,1.0,United States,IN,Indiana,14.0,False,False,False,Nailon,3347,SF,,,,,54,107.95,238.0
26.0,1992-07-26,7.0,1992.0,Rio de Janeiro,BRA,47.0,Brazil,,,,,,,,,,,0,,16.0,1.0,16.0,Bos,Boston,Celtics,2.0,2013.0,1.0,2014.0,2014.0,Lucas,213.0,84.0,,,,,,,,,,,,,,,,True,False,False,Nogueira,639296,C,Tor,Toronto,Raptors,28.0,92,99.79,220.0
28.0,1989-09-28,9.0,1989.0,Raleigh,USA,1.0,United States,NC,North Carolina,33.0,653.0,Marquette,Marquette University,,,,,0,,55.0,2.0,25.0,Dal,Dallas,Mavericks,6.0,2012.0,2.0,2012.0,2012.0,Darius,187.0,74.0,,,,,Wakefield HS,,,,Raleigh,USA,1.0,United States,NC,North Carolina,33.0,False,False,False,Johnson-Odom,504890,SG,,,,,0,97.52,215.0
31.0,1942-03-31,3.0,1942.0,Muncie,USA,1.0,United States,IN,Indiana,14.0,98.0,Cincinnati,University of Cincinnati,,,,,0,,,,,,,,,,3.0,1964.0,1964.0,Ron,195.0,77.0,Muncie,USA,1.0,United States,Muncie Central HS,IN,Indiana,14.0,,,,,,,,False,False,False,Bonham,1619,SF,,,,,,90.72,200.0
14.0,1988-03-14,3.0,1988.0,Akron,USA,1.0,United States,OH,Ohio,35.0,212.0,Davidson,Davidson College,,,,,0,,7.0,1.0,7.0,GS,Golden State,Warriors,9.0,2009.0,6.0,2009.0,2009.0,Stephen,190.0,75.0,Charlotte,USA,1.0,United States,Charlotte Christian HS,NC,North Carolina,33.0,Charlotte,USA,1.0,United States,NC,North Carolina,33.0,True,False,False,Curry,338365,PG,GS,Golden State,Warriors,9.0,30,86.18,190.0
27.0,1970-04-27,4.0,1970.0,Wilmington,USA,1.0,United States,DE,Delaware,8.0,40.0,UNLV,University of Nevada-Las Vegas,,,,,0,,,,,,,,,,1.0,1996.0,1996.0,Dexter,193.0,76.0,,,,,,,,,Wilmington,USA,1.0,United States,DE,Delaware,8.0,False,False,False,Boney,2226,SG,,,,,40,83.91,185.0
10.0,1986-10-10,10.0,1986.0,Sydney,AUS,8.0,Australia,,,,1375.0,Midland College,Midland College,,,,,0,,41.0,2.0,11.0,Ind,Indiana,Pacers,11.0,2008.0,2.0,2008.0,2008.0,Nathan,208.0,82.0,,,,,,,,,,,,,,,,False,False,False,Jawai,456454,PF,,,,,15,129.27,285.0
10.0,1951-07-10,7.0,1951.0,,TRI,60.0,Trinidad & Tobago,,,,161.0,Fordham,Fordham University,,,,,0,,38.0,3.0,3.0,Buf,Buffalo,Braves,12.0,1973.0,5.0,1973.0,1973.0,Ken,190.0,75.0,Brooklyn,USA,1.0,United States,Brooklyn Prep,NY,New York,32.0,,,,,,,,False,False,False,Charles,1351,SG,,,,,,81.65,180.0
18.0,1990-01-18,1.0,1990.0,Kebemer,SEN,54.0,Senegal,,,,100.0,Louisville,University of Louisville,,,,,0,,21.0,1.0,21.0,Uta,Utah,Jazz,26.0,2013.0,2.0,2013.0,2013.0,Gorgui,210.0,83.0,,,,,Huntington Prep,,,,Kebemer,SEN,54.0,Senegal,,,,True,False,False,Dieng,553158,C,Min,Minnesota,Timberwolves,16.0,5,105.69,233.0
11.0,1926-10-11,10.0,1926.0,,,,,,,,33.0,Ohio State,The Ohio State University,21.0,1983-09-21,9.0,1983.0,0,,,,,,,,,,4.0,1950.0,1950.0,Bob,187.0,74.0,Hammond,USA,1.0,United States,Clark HS,IL,Illinois,13.0,,,,,,,,False,False,False,Donham,2172,SG,,,,,,88.45,195.0
16.0,1953-10-16,10.0,1953.0,Utica,USA,1.0,United States,MS,Mississippi,24.0,194.0,Texas Southern,Texas Southern University,,,,,0,,29.0,2.0,7.0,Ind,Indiana,Pacers,11.0,1977.0,3.0,1977.0,1977.0,Alonzo,198.0,78.0,,,,,,,,,,,,,,,,False,False,False,Bradley,538,SF,,,,,,86.18,190.0
8.0,1985-12-08,12.0,1985.0,Donetsk,URS,49.0,USSR,,,,,,,,,,,0,,18.0,1.0,18.0,Was,Washington,Wizards,27.0,2006.0,3.0,2007.0,2007.0,Oleksiy,213.0,84.0,,,,,,,,,,,,,,,,True,False,False,Pecherov,329188,C,Den,Denver,Nuggets,7.0,71,105.23,232.0
9.0,1970-09-09,9.0,1970.0,Harpersville,USA,1.0,United States,AL,Alabama,1.0,152.0,Middle Tennessee State,Middle Tennessee State University,,,,,0,,,,,,,,,,1.0,1993.0,1993.0,Warren,205.0,81.0,,,,,,,,,Vincent,USA,1.0,United States,AL,Alabama,1.0,False,False,False,Kidd,2216,PF,,,,,43,106.59,235.0
11.0,1946-09-11,9.0,1946.0,Brooklyn,USA,1.0,United States,NY,New York,32.0,128.0,Columbia,Columbia University,,,,,0,,,,,,,,,,3.0,1968.0,1968.0,Dave,213.0,84.0,Brooklyn,USA,1.0,United States,Abraham Lincoln HS,NY,New York,32.0,,,,,,,,False,False,False,Newmark,1985,C,,,,,,114.76,253.0
14.0,1944-03-14,3.0,1944.0,Nashville,USA,1.0,United States,TN,Tennessee,42.0,72.0,Vanderbilt,Vanderbilt University,,,,,0,,,,,,,,,,10.0,1966.0,1966.0,Clyde,208.0,82.0,Nashville,USA,1.0,United States,David Lipscomb HS,TN,Tennessee,42.0,,,,,,,,False,False,False,Lee,1495,C,,,,,,99.79,220.0
12.0,1977-02-12,2.0,1977.0,Atlanta,USA,1.0,United States,GA,Georgia,10.0,76.0,LSU,Louisiana State University,,,,,0,,45.0,2.0,16.0,Sac,Sacramento,Kings,23.0,2000.0,4.0,2000.0,2000.0,Jabari,210.0,83.0,Atlanta,USA,1.0,United States,Booker T. Washington HS,GA,Georgia,10.0,Atlanta,USA,1.0,United States,GA,Georgia,10.0,False,False,False,Smith,3425,C,,,,,55,108.86,240.0
14.0,1991-07-14,7.0,1991.0,Roxbury,USA,1.0,United States,MA,Massachusetts,21.0,202.0,Connecticut,University of Connecticut,,,,,0,,24.0,1.0,24.0,Cha,Charlotte,Hornets,5312.0,2014.0,1.0,2014.0,2014.0,Shabazz,185.0,73.0,,,,,Charlestown HS,,,,Roxbury,USA,1.0,United States,MA,Massachusetts,21.0,True,False,False,Napier,552982,PG,Orl,Orlando,Magic,19.0,13,79.38,175.0
23.0,1927-08-23,8.0,1927.0,,,,,,,,69.0,Kentucky,University of Kentucky,13.0,1995-04-13,4.0,1995.0,0,,,,,,,,,,2.0,1949.0,1949.0,Mal,195.0,77.0,,,,,,,,,,,,,,,,False,False,False,McMullen,2480,PF,,,,,,95.25,210.0
13.0,1963-04-13,4.0,1963.0,San Mateo,USA,1.0,United States,CA,California,5.0,697.0,Santa Clara,Santa Clara University,16.0,1987-08-16,8.0,1987.0,0,,32.0,2.0,8.0,Pho,Phoenix,Suns,21.0,1985.0,2.0,1985.0,1985.0,Nick,218.0,86.0,,,,,,,,,Hillsdale,USA,1.0,United States,CA,California,5.0,False,False,False,Vanos,1173,C,,,,,,117.93,260.0
17.0,1942-03-17,3.0,1942.0,Sharon,USA,1.0,United States,PA,Pennsylvania,38.0,136.0,Duquesne,Duquesne University,,,,,0,,,,,,,,,,2.0,1965.0,1965.0,Willie,177.0,70.0,Farrell,USA,1.0,United States,Farrell HS,PA,Pennsylvania,38.0,,,,,,,,False,False,False,Somerset,2010,PG,,,,,,87.54,193.0
25.0,1987-08-25,8.0,1987.0,Odessa,URS,49.0,USSR,,,,,,,,,,,0,,,,,,,,,,2.0,2012.0,2012.0,Viacheslav,210.0,83.0,,,,,,,,,,,,,,,,False,False,False,Kravtsov,683060,C,,,,,55,110.22,243.0
2.0,1975-04-02,4.0,1975.0,New Orleans,USA,1.0,United States,LA,Louisiana,18.0,76.0,LSU,Louisiana State University,,,,,0,,42.0,2.0,13.0,Hou,Houston,Rockets,10.0,1996.0,11.0,1996.0,1996.0,Randy,193.0,76.0,New Orleans,USA,1.0,United States,Newman High School,LA,Louisiana,18.0,New Orleans,USA,1.0,United States,LA,Louisiana,18.0,False,False,False,Livingston,3079,PG,,,,,14,94.8,209.0
25.0,1970-08-25,8.0,1970.0,Harford County,USA,1.0,United States,MD,Maryland,20.0,73.0,Alabama,University of Alabama,,,,,0,,11.0,1.0,11.0,Hou,Houston,Rockets,10.0,1992.0,16.0,1992.0,1992.0,Robert,208.0,82.0,Andalusia,USA,1.0,United States,Andalusia High School,AL,Alabama,1.0,Andalusia,USA,1.0,United States,AL,Alabama,1.0,False,False,True,Horry,830,PF,,,,,25,108.86,240.0
4.0,1986-05-04,5.0,1986.0,Indianapolis,USA,1.0,United States,IN,Indiana,14.0,861.0,IUPUI,Indiana U./Purdue U.-Indianapolis,,,,,0,,26.0,1.0,26.0,SA,San Antonio,Spurs,24.0,2008.0,7.0,2008.0,2008.0,George,190.0,75.0,Indianapolis,USA,1.0,United States,Broad Ripple HS,IN,Indiana,14.0,Indianapolis,USA,1.0,United States,IN,Indiana,14.0,True,False,False,Hill,277552,PG,Ind,Indiana,Pacers,11.0,3,87.09,192.0
16.0,1964-05-16,5.0,1964.0,Brooklyn,USA,1.0,United States,NY,New York,32.0,4.0,Georgia Tech,Georgia Tech,,,,,0,,11.0,1.0,11.0,Det,Detroit,Pistons,8.0,1986.0,11.0,1986.0,1986.0,John,210.0,83.0,,,,,,,,,Brooklyn,USA,1.0,United States,NY,New York,32.0,False,False,False,Salley,294,PF,,,,,16,115.67,255.0
3.0,1975-07-03,7.0,1975.0,Los Angeles,USA,1.0,United States,CA,California,5.0,697.0,Santa Clara,Santa Clara University,,,,,0,,,,,,,,,,1.0,1998.0,1998.0,Marlon,187.0,74.0,,,,,,,,,Los Angeles,USA,1.0,United States,CA,California,5.0,False,False,False,Garnett,3286,PG,,,,,20,84.37,186.0
29.0,1950-01-29,1.0,1950.0,Brooklyn,USA,1.0,United States,NY,New York,32.0,46.0,Utah State,Utah State University,,,,,0,,45.0,3.0,10.0,Det,Detroit,Pistons,8.0,1971.0,4.0,1971.0,1971.0,Marv,203.0,80.0,Brooklyn,USA,1.0,United States,Wingate HS,NY,New York,32.0,,,,,,,,False,False,False,Roberts,1436,SF,,,,,,92.99,205.0
7.0,1970-10-07,10.0,1970.0,Atlanta,USA,1.0,United States,GA,Georgia,10.0,361.0,Morehouse,Morehouse College,,,,,0,,,,,,,,,,3.0,1993.0,1993.0,Harold,198.0,78.0,,,,,,,,,,,,,,,,False,False,False,Ellis,2227,SG,,,,,8,99.79,220.0
23.0,1941-05-23,5.0,1941.0,Princeton,USA,1.0,United States,WV,West Virginia,48.0,17.0,West Virginia,West Virginia University,,,,,0,,,,,,,,,,8.0,1963.0,1963.0,Rod,193.0,76.0,Princeton,USA,1.0,United States,Princeton HS,WV,West Virginia,48.0,Princeton,USA,1.0,United States,WV,West Virginia,48.0,False,False,False,Thorn,1849,PG,,,,,,88.9,196.0
28.0,1969-03-28,3.0,1969.0,Memphis,USA,1.0,United States,TN,Tennessee,42.0,101.0,Memphis,University of Memphis,,,,,0,,37.0,2.0,10.0,LAC,Los Angeles,Clippers,12.0,1991.0,10.0,1991.0,1991.0,Elliot,182.0,72.0,Memphis,USA,1.0,United States,Tredwell High School,TN,Tennessee,42.0,Memphis,USA,1.0,United States,TN,Tennessee,42.0,False,False,False,Perry,429,PG,,,,,5,68.95,152.0
15.0,1950-06-15,6.0,1950.0,Rochester,USA,1.0,United States,PA,Pennsylvania,38.0,136.0,Duquesne,Duquesne University,,,,,0,,113.0,7.0,16.0,Mil,Milwaukee,Bucks,15.0,1972.0,6.0,1971.0,1971.0,Mickey,200.0,79.0,Monaca,USA,1.0,United States,Monaca Senior HS,PA,Pennsylvania,38.0,,,,,,,,False,False,False,Davis,1438,SG,,,,,,97.52,215.0
29.0,1987-11-29,11.0,1987.0,Wynnewood,USA,1.0,United States,PA,Pennsylvania,38.0,6.0,North Carolina,University of North Carolina,,,,,0,,28.0,1.0,28.0,Min,Minnesota,Timberwolves,16.0,2009.0,6.0,2009.0,2009.0,Wayne,193.0,76.0,Merion,USA,1.0,United States,The Episcopal Academy,PA,Pennsylvania,38.0,Wynnewood,USA,1.0,United States,PA,Pennsylvania,38.0,True,False,False,Ellington,329670,SG,Bkn,Brooklyn,Nets,17.0,21,90.72,200.0
30.0,1988-08-30,8.0,1988.0,Wuppertal,FRG,44.0,West Germany,,,,,,,,,,,0,,,,,,,,,,1.0,2012.0,2012.0,Tim,210.0,83.0,,,,,,,,,,,,,,,,False,False,False,Ohlbrecht,721571,C,,,,,20,115.67,255.0
23.0,1942-09-23,9.0,1942.0,Framingham,USA,1.0,United States,MA,Massachusetts,21.0,202.0,Connecticut,University of Connecticut,,,,,0,,,,,,,,,,9.0,1966.0,1966.0,Toby,203.0,80.0,,,,,,,,,,,,,,,,False,False,False,Kimball,1533,PF,,,,,,104.33,230.0
13.0,1965-05-13,5.0,1965.0,Hickory,USA,1.0,United States,NC,North Carolina,33.0,7.0,North Carolina State,North Carolina State University,,,,,0,,3.0,1.0,3.0,GS,Golden State,Warriors,9.0,1986.0,2.0,1986.0,1986.0,Chris,210.0,83.0,,,,,,,,,Hickory,USA,1.0,United States,NC,North Carolina,33.0,False,False,False,Washburn,1191,C,,,,,,115.67,255.0
13.0,1922-11-13,11.0,1922.0,Chicago,USA,1.0,United States,IL,Illinois,13.0,,,,,,,,0,,,,,,,,,,6.0,1949.0,1949.0,George,200.0,79.0,,,,,,,,,,,,,,,,False,False,False,Ratkovicz,2509,PF,,,,,,101.6,224.0
29.0,1975-06-29,6.0,1975.0,Novokuznetsk,URS,49.0,USSR,,,,,,,,,,,0,,,,,,,,,,,1999.0,1999.0,Nikita,208.0,82.0,,,,,,,,,,,,,,,,False,False,False,Morgunov,3299,PF,,,,,29,102.06,225.0
18.0,1986-11-18,11.0,1986.0,Seattle,USA,1.0,United States,WA,Washington,47.0,57.0,Arizona,University of Arizona,,,,,0,,33.0,2.0,3.0,SA,San Antonio,Spurs,24.0,2007.0,2.0,2007.0,2007.0,Marcus,200.0,79.0,Seattle,USA,1.0,United States,Roosevelt HS,WA,Washington,47.0,Seattle,USA,1.0,United States,WA,Washington,47.0,False,False,False,Williams,296391,SF,,,,,22,92.99,205.0
9.0,1969-09-09,9.0,1969.0,New York,USA,1.0,United States,NY,New York,32.0,57.0,Arizona,University of Arizona,,,,,0,,30.0,2.0,3.0,Dal,Dallas,Mavericks,6.0,1992.0,12.0,1992.0,1992.0,Sean,208.0,82.0,Fontana,USA,1.0,United States,Fontana High School,CA,California,5.0,New York,USA,1.0,United States,NY,New York,32.0,False,False,False,Rooks,853,C,,,,,45,117.93,260.0
28.0,1982-11-28,11.0,1982.0,Sao Paulo,BRA,47.0,Brazil,,,,,,,,,,,0,,28.0,1.0,28.0,SA,San Antonio,Spurs,24.0,2003.0,12.0,2003.0,2003.0,Leandro,190.0,75.0,,,,,,,,,,,,,,,,True,False,False,Barbosa,214163,PG,GS,Golden State,Warriors,9.0,19,88.0,194.0
16.0,1988-12-16,12.0,1988.0,Belgorod,URS,49.0,USSR,,,,,,,,,,,0,,,,,,,,,,3.0,2012.0,2012.0,Alexey,198.0,78.0,,,,,,,,,,,,,,,,False,False,False,Shved,561872,PG,,,,,1,84.82,187.0
